App,Time Spent (Seconds),Category,Productivity
Dropbox,47,File Sharing,-2
ibcusa.org,122,Uncategorized,0
owa.partners.org,90,Email,0
bluetoothuiserver,42,General Utilities,1
apple.com,79,Engineering & Technology,-1
soundcloud.com,127,Internet Utilities,1
youtube-mp3.org,9,Music,-2
iTunes,8,Music,0
handbrake,201,Video Editing,2
wechat.com,7,Uncategorized,0
itunes.apple.com,34,General Shopping,-2
wechat,125,General Social Networking,-2
media encoder cc,7,Video Editing,2
expressvpn.xyz,114,Uncategorized,0
expressvpn.com,46,General Utilities,1
stateair.net,314,Uncategorized,0
young-0.com,124,Uncategorized,0
greenpeace.org.uk,59,General News & Opinion,-2
aqicn.org,532,General Reference & Learning,1
zx.bjmemc.com.cn,5,Uncategorized,0
eclipse,12255,Editing & IDEs,2
mkyong.com,55,General Software Development,2
TextEdit,82,Writing,2
airnow.gov,472,Legal & Gov't,1
aqi.cn,15,Uncategorized,0
Terminal,49,Systems Operations,2
photoshop cc,518,General Design & Composition,2
list25.com,133,General Entertainment,-2
wildjunket.com,11,Uncategorized,0
nationalinterest.org,375,General News & Opinion,-2
ceoworld.biz,65,General Reference & Learning,1
militaryfactory.com,6,Uncategorized,0
thaimilitaryandasianregion.wordpress.com,4,General News & Opinion,-2
ausairpower.net,4,Uncategorized,0
popsci.com,169,Science & Technology,-1
thedailybeast.com,180,General News & Opinion,-2
china-arms.com,156,Uncategorized,0
stratfor.com,126,General News & Opinion,-2
java2novice.com,91,General Reference & Learning,1
linux.about.com,749,Search,0
superuser.com,18,General News & Opinion,-2
linuxforums.org,18,Engineering & Technology,1
austinfilmfestival.com,316,Uncategorized,0
filmfreeway.com,202,General Business,2
ctfilmfest.com,106,Uncategorized,0
matlab.izmiran.ru,14,General Reference & Learning,1
livefrombeijing.com,757,Uncategorized,0
kjs.mep.gov.cn,566,Uncategorized,0
www3.epa.gov,700,Legal & Gov't,1
epa.gov,151,Legal & Gov't,1
mep.gov.cn,10,Legal & Gov't,1
mansionselect.com,65,Uncategorized,0
alltennissupplies.com,159,Uncategorized,0
tennistech.ca,86,Uncategorized,0
lobstersports.com,21,Uncategorized,0
blogs.wsj.com,325,Business,-1
collegeboard.org,5,General Reference & Learning,1
studentscores.collegeboard.org,427,General Reference & Learning,1
student.collegeboard.org,22,General Reference & Learning,1
zhengwu.beijing.gov.cn,378,Uncategorized,0
china.org.cn,122,General News & Opinion,0
transparency.org,99,Society,-2
dailymail.co.uk,623,General News & Opinion,-2
imgur.com,354,Photos,-2
9gag.com,8,Comedy,-2
petapixel.com,65,Science & Technology,-1
commons.wikimedia.org,504,Search,0
picrazy2.com,156,Uncategorized,2
cityofboston.gov,13,General Utilities,1
english.mep.gov.cn,259,Uncategorized,0
english.sepa.gov.cn,1195,Uncategorized,0
ebeijing.gov.cn,38,Legal & Gov't,1
cciced.net,176,Uncategorized,0
nrdc.org,197,General Reference & Learning,1
gov.cn,190,Legal & Gov't,1
aecen.org,16,Uncategorized,0
cnbc.com,46,Business,-1
chinadialogue.net,538,Uncategorized,0
chinadialogue.org.cn,17,Uncategorized,0
reuters.com,136,General News & Opinion,-2
energydesk.greenpeace.org,110,Health & Medicine,1
jbsnews.com,96,Uncategorized,0
powermag.com,41,General Reference & Learning,1
sustainabletransport.org,22,Uncategorized,0
thediplomat.com,245,International,-2
my.noodletools.com,2588,Search,0
noodletools.com,11,Search,2
aimshoebuy.com,7,Uncategorized,0
are.berkeley.edu,167,Intelligence,2
theseus.fi,321,General Reference & Learning,1
chinesestandard.net,11,Uncategorized,0
college.harvard.edu,41,General Reference & Learning,1
who.int,81,General News & Opinion,-2
apps.who.int,21,Health & Medicine,1
blog.hubspot.com,214,General News & Opinion,-2
khanacademy.org,940,General Reference & Learning,2
investopedia.com,9,Business & Finance,1
ohs.stanford.edu,4,General Reference & Learning,1
phys.org,80,Science & Technology,-1
usatoday30.usatoday.com,76,General News & Opinion,-2
beijing.usembassy-china.org.cn,317,Uncategorized,0
state.gov,63,Search,0
cnemc.cn,18,Uncategorized,0
grapher,73,General Reference & Learning,1
weibull.com,120,General Reference & Learning,1
researchgate.net,725,Professional Networking,1
books.google.com,119,Search,0
statista.com,111,Intelligence,2
ncbi.nlm.nih.gov,149,Engineering & Technology,1
besjournal.com,2805,Uncategorized,0
dummies.com,230,General News & Opinion,-2
Xcode,4,Editing & IDEs,2
journals.plos.org,2,General Reference & Learning,1
tandfonline.com,2087,General Reference & Learning,1
stattrek.com,4,General Business,2
itl.nist.gov,366,General Reference & Learning,1
db.cs.duke.edu,487,General Reference & Learning,1
dictionary.com,35,General Business,2
stats.stackexchange.com,355,Engineering & Technology,1
mathwave.com,204,Uncategorized,0
statisticssolutions.com,25,General Reference & Learning,1
stat.yale.edu,2,General Reference & Learning,1
users,23,General Software Development,2
stata.com,10,Search,0
mail.deerfield.edu,75,General Reference & Learning,1
Activity Monitor,19,General Utilities,0
nature.com,208,Search,0
sciencedirect.com,34,Engineering & Technology,1
scholar.google.com,22,General Reference & Learning,1
linkinghub.elsevier.com,4,Search,0
scholarsarchive.byu.edu,212,General Reference & Learning,1
chinadaily.com.cn,94,General News & Opinion,2
BBC,56,International,2
time.com,226,General News & Opinion,-2
reliawiki.org,12,General Reference & Learning,1
betterexplained.com,525,Search,0
dpreview.com,846,General Entertainment,-2
µtorrent,6,File Sharing,-2
finance.townhall.com,47,General News & Opinion,-2
whatsmypercent.com,30,Uncategorized,0
money.cnn.com,17,General News & Opinion,-2
www2.ucsc.edu,9,General Reference & Learning,1
quinarie.com,7,Uncategorized,0
theglitteringeye.com,5,General News & Opinion,-2
pdfm.net,5,Uncategorized,0
macostroubleshoot.com,4,Uncategorized,0
adexc.net,1,Uncategorized,0
dqydj.com,93,Uncategorized,0
politicalcalculations.blogspot.com,90,General News & Opinion,-2
irs.gov,11,Legal & Gov't,1
beforeitsnews.com,9,General News & Opinion,-2
gov.uk,4,Legal & Gov't,1
ritholtz.com,64,General Business,2
census.gov,21,Legal & Gov't,1
fool.com,7,General Business,2
businessinsider.com,4,General News & Opinion,-2
newyorker.com,4478,General News & Opinion,-2
dainfo.deerfield.edu,2385,General Reference & Learning,1
citymetric.com,289,General News & Opinion,-2
10mosttoday.com,21,Uncategorized,0
next.ft.com,19,General News & Opinion,-2
mitadmissions.slideroom.com,57,General Reference & Learning,2
subscribe.newyorker.com,30,General News & Opinion,-2
